Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14_6_TEXT,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q29,Q30,Q31,Q32,Q32_10_TEXT,Q33,Q33_6_TEXT,Q34,Q35,Q35_16_TEXT,Q36,Q36_16_TEXT,Q37,Q37_16_TEXT,Q38,Q39,Q40,Q41,Q42,Q42_8_TEXT,Q43,Q44,Q45_1,Q46_1,Q47,Q48,Q48_16_TEXT,Q49_1_x,Q49_1_y,Q49_2_x,Q49_2_y,Q49_3_x,Q49_3_y,Q49_4_x,Q49_4_y,Q49_5_x,Q49_5_y,Q49_6_x,Q49_6_y,Q49_7_x,Q49_7_y,Q49_8_x,Q49_8_y,Q49_9_x,Q49_9_y,Q49_10_x,Q49_10_y,Q49,Q50,Q51,Q52,Q53,Q53_4_TEXT,Q54,Q55,Q55_6_TEXT,Q56,Q56_4_TEXT,Q57,Q57_6_TEXT
24,Undergraduate,Physics,Fourth,Male,SKIP,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
23,Undergraduate,Bioengineering,Third,Non-binary / third gender,Transgender,Bisexual,Yes,Every few months,Spirits,No,Yes,It's fun,None,Yes,Vomitted,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,None of the above,None,"Cocaine (powder),Crack Cocaine,Ketamine,Heroin",None,Microdose mushroom and more consistent access to marijuana ,On Special Occasions,None,No,"To relax/ unwind,To feel good,To enjoy yourself,Self–medication,OTHER","Weed is good for my health condition, but also fun lol",Nothing that bad. Worst is that I just fell straight asleep. Waste of a gummy lol,None,15,19,Alcohol,None,None,274,284,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,"Bong,THC vape (Cart, Penjamins, etc),Convection vape",Unsure,Yes,Gummies,None,Unsure,"Bumming off a friend,OTHER",I only really get high in countries when it’s legal. So I just buy from dispensary ,None,None,None,None
20,Undergraduate,Medicine,First,Male,Cisgender,Heterosexual,Yes,Fortnightly,Cider,No,No,It's fun,None,No,None,4-6,Yes,Cigarettes,"Pre–rolled, regular size (Straights)",Marlboro,1-2,No,None,None,None,None,None,None,None,None,None,None,None,I have successfully quit,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None!,None,No,None,None,None,None,I have not had sex on drugs,18,None,"Alcohol,Nicotine",None,None,290,283,829,822,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Other",None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Mathematics,Second,Female,Cisgender,Heterosexual,Yes,Daily,"Beer,Wine,Cider",No,I don't know/ unsure,"I like the taste,To relax,It's fun",None,Yes,Blacked out,13-14,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,None of the above,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,On Special Occasions,None,No,To experience something different,None,None,None,15,16,Alcohol,None,None,359,469,300,362,254,303,247,675,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Sherfield/ Great Hall,Other","Blunt (pure marijuana, cigar or tobacco leaf wrapping)",No,No,None,None,No,Friend,None,None,None,None,None
20,Undergraduate,Mathematics,Second,Male,Cisgender,Heterosexual,Yes,4-6 times a week,"Wine,Spirits,Cider",Yes,No,"I like the taste,To get drunk,To relax,It's fun",None,I don't know/ Unsure,None,13-14,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,None of the above,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,On Special Occasions,None,No,To experience something different,None,None,None,16,19,Alcohol,None,None,291,269,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,"Joint (pure marijuana, rolling paper)",No,Yes,Brownies/ baked goods,None,No,Friend,None,None,None,None,None
19,Undergraduate,Biochemistry,Second,Male,Cisgender,Gay,Yes,Fortnightly,"Beer,Wine,Spirits,Cider",Yes,No,"To get drunk,Because my friends do,To relax,It's fun",None,Yes,Blacked out,4-6,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,Marijuana,None,No,None,None,None,None,I have not had sex on drugs,17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
22,Undergraduate,Mathematics,Second,Female,Cisgender,Asexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Alcohol,None,None,296,315,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Biochemistry,First,Female,Cisgender,Heterosexual,Yes,Fortnightly,Spirits,Yes,No,"To get drunk,It's fun",None,Yes,Blacked out,4-6,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat,OTHER",None,None,None,No,None,None,None,None,I have not had sex on drugs,17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
25+,Alumnus,Mathematics,SKIP,Female,Cisgender,Heterosexual,Yes,Weekly,"Wine,Spirits,Cider",Yes,No,"I like the taste,It's fun",None,No,None,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,MDMA/ Ecstasy",None,None of the above,None,"Crack Cocaine,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,On Special Occasions,None,No,To feel good,None,None,None,18,23,Alcohol,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Joint (pure marijuana, rolling paper)",Unsure,Yes,Gummies,None,No,"Dealer,Friend",None,OTHER,None,OTHER,None
22,Undergraduate,Computing,Third,Male,Cisgender,Heterosexual,Yes,4-6 times a week,"Beer,Wine,Spirits",Yes,Yes,"I like the taste,Because my friends do,To relax,It's fun",None,Yes,Blacked out,10-12,Yes,"Vapes,Snus/ Nicotine pouches",None,None,None,None,"Disposable,Reusable with Pods,Reusable with e-Liquid",None,Mango,A few days,More than three daily,8/9mg,3 dot,Velo,None,None,None,Yes,"Marijuana,Smart Drugs (Adderall/Ritalin/ etc.)",None,Marijuana,None,"Cocaine (powder),Crack Cocaine,Ketamine,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,Weed,On Special Occasions,None,No,"To relax/ unwind,To feel good,To enjoy yourself",None,"Paranoia, and my brother almost died smacking his head on a stone corner",None,14,15,"Alcohol,Nicotine",None,None,224,722,221,639,73,549,69,642,276,266,297,325,None,None,None,None,None,None,None,None,"Union Building,Huxley,Library,Other","Joint (pure marijuana, rolling paper)",No,Yes,"Brownies/ baked goods,Laced into food",None,Yes,"Dealer,Bumming off a friend,Friend",None,Can arrange quick delivery,None,Text,None
20,Undergraduate,Physics,Third,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Spirits,Cider",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",None,Yes,Vomitted,7-9,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,Psilocybin",None,None of the above,None,"Cocaine (powder),Crack Cocaine,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines",None,None,On Special Occasions,None,No,To experience something different,None,None,None,16,18,Alcohol,None,None,279,265,71,429,1159,778,996,770,1159,675,None,None,None,None,None,None,None,None,None,None,"Union Building,Blackett,Other","Joint (pure marijuana, rolling paper)",No,Yes,Brownies/ baked goods,None,No,Bumming off a friend,None,None,None,None,None
18,Undergraduate,Bioengineering,First,SKIP,SKIP,SKIP,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Khat,OTHER",None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Design Engineering,Second,Female,Cisgender,SKIP,Yes,2-3 times a week,"Beer,Wine,Spirits",Yes,No,"To get drunk,Because my friends do,To relax",None,Yes,Hospitalised,15+,Yes,"Vapes,Snus/ Nicotine pouches",None,None,None,None,"Disposable,Reusable with Pods",Elf bars v2,Lime and lemon ,The battery dies before I finish,Two-three a week,6mg,3 dot,Nordic Spirit,None,None,None,Yes,"Marijuana,MDMA/ Ecstasy",None,None of the above,None,"Cocaine (powder),Crack Cocaine,Heroin,Amphetamines (speed, ice, uppers, etc),Benzodiazepines,Khat",None,None,On Special Occasions,None,No,"To relax/ unwind,To experience something different",None,None,None,14,21,"Alcohol,Nicotine",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),THC vape (Cart, Penjamins, etc)",Yes,Yes,"Brownies/ baked goods,Gummies",None,No,Friends dealer,None,None,None,None,None
21,Undergraduate,EEE/EIE,Third,Male,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
SKIP,Undergraduate,EEE/EIE,Third,Male,Cisgender,Heterosexual,Yes,Weekly,"Beer,Wine,Spirits",Yes,Yes,"I like the taste,To get drunk",None,Yes,Hungover,4-6,Socially,"Cigarettes,Snus/ Nicotine pouches",Roll your own (Rollies),OTHER,3-5,No,None,None,None,None,Once a week,6mg,3 dot,Velo,None,None,None,I have successfully quit,"Marijuana,Smart Drugs (Adderall/Ritalin/ etc.)",None,"Marijuana,Smart Drugs (Adderall/Ritalin/ etc.)",None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,None,Daily,None,No,To relax/ unwind,None,None,None,16,16,Nicotine,None,None,188,390,812,659,32,844,526,570,1015,615,None,None,None,None,None,None,None,None,None,None,"Blackett,Prince's Gardens,Other","Joint (pure marijuana, rolling paper),Convection vape",Yes,Yes,"Brownies/ baked goods,Gummies",None,No,"Prescription,Dealer",None,Walking distance,None,Text,None
23,Undergraduate,Bioengineering,Fourth,Male,Cisgender,SKIP,No,None,None,None,None,None,None,None,None,None,Socially,Cigarettes,"Pre–rolled, regular size (Straights)","Marlboro,Amber Leaf,Imported Brands",<1,Yes,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat,OTHER",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Medicine,Third,Female,Cisgender,Bisexual,Yes,Weekly,"Wine,Spirits,Cider",Yes,Yes,"To get drunk,To relax,It's fun",None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Medicine,Third,Female,Cisgender,Heterosexual,Yes,2-3 times a week,"Beer,Wine,Cider",No,I don't know/ unsure,"I like the taste,To get drunk,To relax,It's fun",None,Yes,Vomitted,4-6,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,Medicine,Third,Female,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Wine,Spirits,Cider",Yes,Yes,"To get drunk,It's fun",None,Yes,Vomitted,4-6,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat,OTHER",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
SKIP,Undergraduate,Medicine,Third,Male,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Spirits",No,I don't know/ unsure,"To get drunk,It's fun",None,No,None,1-3,Yes,"Cigarettes,Vapes",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Physics,First,Male,Cisgender,Bisexual,Yes,2-3 times a week,"Spirits,Cider",Yes,I don't know/ unsure,"I like the taste,To get drunk,To relax,It's fun",None,No,None,4-6,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Methamphetamine,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,"Marajuana
LSD",None,No,None,None,None,None,I have not had sex on drugs,15,None,"Alcohol,Nicotine",None,None,1003,766,291,263,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Other",None,None,None,None,None,None,None,None,None,None,None,None
18,Undergraduate,EEE/EIE,First,Female,Cisgender,Heterosexual,Yes,4-6 times a week,"Wine,Spirits,Cider",Yes,No,"To get drunk,To relax,It's fun",None,Yes,Vomitted,10-12,Socially,"Cigarettes,Vapes","Pre–rolled, regular size (Straights),Roll your own (Rollies)",Marlboro,<1,No,Disposable,Idk,Idk,The battery dies before I finish,None,None,None,None,None,None,None,I have successfully quit,Marijuana,None,None of the above,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,Idk,On Special Occasions,None,No,"To relax/ unwind,To enjoy yourself,To experience something different",None,Idk,None,15,18,"Alcohol,Nicotine,Other Drugs",Marijuana,None,1050,587,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Prince's Gardens,"Joint (pure marijuana, rolling paper)",Unsure,No,None,None,No,Bumming off a friend,None,None,None,None,None
20,Undergraduate,Medicine,First,Male,Cisgender,Gay,Yes,4-6 times a week,"Beer,Wine,Spirits",Yes,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",None,Yes,Vomitted,10-12,Socially,Cigarettes,"Pre–rolled, regular size (Straights),Roll your own (Rollies)",Marlboro,<1,No,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,Marijuana,None,"Crack Cocaine,Ketamine,Methamphetamine,Nitrous Oxide,Anabolic Steroids,Khat",None,None,On Special Occasions,None,No,"To relax/ unwind,To feel good,To experience something different",None,Got so cross-faded threw up all over my toilet all night ,None,16,18,Alcohol,None,None,304,262,330,756,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Dangoor Plaza","Spliff (marijuana with tobacco, rolling paper)",Yes,No,None,None,No,"Bumming off a friend,Friend",None,None,None,None,None
21,Undergraduate,Medicine,Third,Male,Cisgender,Gay,Yes,2-3 times a week,"Wine,Spirits,Cider",Yes,I don't know/ unsure,"To get drunk,Because my friends do,It's fun",None,Yes,Blacked out,7-9,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
